id;Code Commune;Nom Commune;Code EPCI;Nom EPCI;Code Departement;Nom Departement;Code Region;Nom Region;Geo Shape;Geo Point;X;Y
874;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.719955812040376, 48.101232055970065]}";48.101232055970065, -1.7199558120403762;348869,2566;6788370,666
875;35039;Brece;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.513854912746711, 48.11470546614223]}";48.11470546614223, -1.513854912746711;364270,1394;6788969,016
876;35206;Noyal-Chatillon-sur-Seiche;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.669568251785491, 48.042439296532116]}";48.042439296532116, -1.6695682517854913;352227,1919;6781625,739
877;35319;Saint-Thurial;243500618;CC Broceliande Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.922499514852375, 48.03351373977231]}";48.03351373977231, -1.9224995148523754;333351,7612;6781779,928
878;35204;Nouvoitou;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.536703271944032, 48.008269370311616]}";48.008269370311616, -1.5367032719440317;361893,4141;6777258,049
879;35037;Breal-sous-Montfort;243500618;CC Broceliande Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.893460115751925, 48.03477247766841]}";48.03477247766841, -1.8934601157519253;335520,6214;6781785,094
880;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.646656858237045, 48.11352414072192]}";48.11352414072192, -1.646656858237045;354396,1646;6789410,901
881;35220;Pire-Chance;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.427119432208878, 47.99182447169502]}";47.99182447169502, -1.4271194322088776;369949,2953;6774969,966
882;35032;Bourgbarre;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.600791629371322, 48.00787946925177]}";48.00787946925177, -1.600791629371322;357119,9508;6777491,15
883;35096;Domagne;200039022;CA Vitre Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.432191177417542, 48.062865387397366]}";48.062865387397366, -1.4321911774175418;370014,4637;6782873,101
884;35331;Talensac;243500550;CC Montfort Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.91780984835595, 48.10519771058046]}";48.10519771058046, -1.9178098483559503;334196,4216;6789708,749
885;35121;Gosne;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.442239027507977, 48.25610346988951]}";48.25610346988951, -1.4422390275079768;370474,6804;6804356,448
886;35207;Noyal-sur-Vilaine;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.510840809222148, 48.101614414611085]}";48.101614414611085, -1.5108408092221481;364411,0146;6787503,77
887;35275;Saint-Gilles;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.830127847590759, 48.145095365044064]}";48.145095365044064, -1.8301278475907587;340981,3497;6793731,749
888;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.622613192596398, 48.11453154541314]}";48.11453154541314, -1.6226131925963976;356188,9589;6789417,7
889;35047;Bruz;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.76167804594086, 48.06532618840731]}";48.06532618840731, -1.76167804594086;345528,6969;6784574,118
890;35107;Erce-pres-Liffre;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.518932656597176, 48.254968829083225]}";48.254968829083225, -1.5189326565971761;364784,4931;6804553,366
891;35149;Lassy;200043990;CC Vallons de Haute-Bretagne Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.871213057416299, 47.9806555855475]}";47.9806555855475, -1.871213057416299;336804,7947;6775680,463
892;35245;Romille;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.896469068279628, 48.20519461274056]}";48.20519461274056, -1.8964690682796284;336470,459;6800701,741
893;35068;Chateaubourg;200039022;CA Vitre Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.420897801499103, 48.10797104288881]}";48.10797104288881, -1.4208978014991027;371134,889;6787830,624
894;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.600863717332587, 48.09989126091444]}";48.09989126091444, -1.6008637173325873;357710,0161;6787699,011
895;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.694932155279681, 48.107115862777796]}";48.107115862777796, -1.6949321552796812;350767,4909;6788912,395
896;35001;Acigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.516585201625076, 48.131789912730994]}";48.131789912730994, -1.5165852016250765;364175,8282;6790876,135
897;35120;Geveze;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.775579687974544, 48.21533149254144]}";48.21533149254144, -1.7755796879745442;345502,6828;6801276,578
898;35069;Chateaugiron;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.502146023341137, 48.03627342244969]}";48.03627342244969, -1.5021460233411374;364643,3914;6780217,5
899;35193;Montreuil-le-Gast;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.720365659024913, 48.24942017178136]}";48.24942017178136, -1.720365659024913;349822,7247;6804811,956
900;35126;Guichen;200043990;CC Vallons de Haute-Bretagne Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.785858917105082, 47.99510857190024]}";47.99510857190024, -1.7858589171050816;343258,1735;6776894,39
901;35069;Chateaugiron;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.478459697930519, 48.06318442979354]}";48.06318442979354, -1.4784596979305191;366575,3645;6783102,863
902;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.727872504583742, 48.108445834196104]}";48.108445834196104, -1.7278725045837415;348328,9859;6789206,128
903;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.697229392524563, 48.097882921423704]}";48.097882921423704, -1.6972293925245632;350535,8119;6787898,321
904;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.747338820421947, 48.09335555559854]}";48.09335555559854, -1.7473388204219473;346782,0126;6787619,059
905;35068;Chateaubourg;200039022;CA Vitre Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.42008749333456, 48.114746394892315]}";48.114746394892315, -1.4200874933345602;371237,2296;6788579,016
906;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.633683119851561, 48.133219814218364]}";48.133219814218364, -1.6336831198515611;355488,371;6791539,23
907;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.675209684811105, 48.09439680216266]}";48.09439680216266, -1.6752096848111047;352149,1892;6787414,366
908;35266;Saint-Erblon;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.649987998175602, 48.01894564932441]}";48.01894564932441, -1.6499879981756023;353530,1173;6778933,493
909;35065;La Chapelle-Thouarault;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.86517871520379, 48.11978279515866]}";48.11978279515866, -1.8651787152037904;338206,1271;6791084
910;35334;Thorigne-Fouillard;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.57524995370162, 48.14562404966747]}";48.14562404966747, -1.5752499537016205;359907,7777;6792662,09
911;35327;Servon-sur-Vilaine;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.460909189455576, 48.104474017681426]}";48.104474017681426, -1.460909189455576;368139,7011;6787610,014
912;35216;Parthenay-de-Bretagne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.82174662336521, 48.19050056415913]}";48.19050056415913, -1.82174662336521;341911,4839;6798730,349
913;35189;Montgermont;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.725709134841852, 48.15434200257445]}";48.15434200257445, -1.7257091348418523;348794,7818;6794287,881
914;35024;Betton;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.618912715615706, 48.19737681730672]}";48.19737681730672, -1.6189127156157062;357002,1211;6798592,732
915;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.707199449062799, 48.13176441199283]}";48.13176441199283, -1.707199449062799;350019,2644;6791701,068
916;35278;Saint-Gregoire;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.682537821337552, 48.139521725978426]}";48.139521725978426, -1.6825378213375524;351901,7957;6792452,618
917;35001;Acigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.519203438647513, 48.13998117004832]}";48.13998117004832, -1.519203438647513;364033,4362;6791796,094
918;35037;Breal-sous-Montfort;243500618;CC Broceliande Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.878675667793668, 48.05103637039078]}";48.05103637039078, -1.8786756677936676;336732,0014;6783520,834
919;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.674562300745629, 48.10207321989321]}";48.10207321989321, -1.6745623007456285;352247,7727;6788263,094
920;35353;Vezin-le-Coquet;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.748905109524815, 48.11995977375656]}";48.11995977375656, -1.7489051095248154;346843,3178;6790577,243
921;35055;Chantepie;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.647882928662766, 48.07715641139797]}";48.07715641139797, -1.6478829286627663;354067,325;6785381,759
922;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.703307408068074, 48.09305531032836]}";48.09305531032836, -1.7033074080680741;350052,2182;6787389,701
923;35278;Saint-Gregoire;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.69436028903215, 48.135405236415004]}";48.135405236415004, -1.6943602890321503;350996,7709;6792048,136
924;35023;Bedee;243500550;CC Montfort Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.941568941008134, 48.19180969152289]}";48.19180969152289, -1.9415689410081345;333033,42;6799425,683
925;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.703884014384863, 48.06975163811218]}";48.06975163811218, -1.7038840143848633;349855,1873;6784807,161
926;35207;Noyal-sur-Vilaine;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.453849605720392, 48.06921846038935]}";48.06921846038935, -1.4538496057203925;368443,4569;6783668,707
927;35227;Pleumeleuc;243500550;CC Montfort Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.915553052153567, 48.175991275517134]}";48.175991275517134, -1.9155530521535669;334853,5196;6797550,512
928;35331;Talensac;243500550;CC Montfort Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.930068395121565, 48.089479645910885]}";48.089479645910885, -1.9300683951215654;333176,7849;6788022,278
929;35069;Chateaugiron;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.514024563646179, 48.047052373923734]}";48.047052373923734, -1.5140245636461789;363827,9812;6781463,87
930;35041;Brie;243500634;CC Roche aux Fees Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.567245240402436, 47.95169212879944]}";47.95169212879944, -1.5672452404024357;359256,3089;6771112,874
931;35251;Saint-Aubin-d'Aubigne;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.598574070148392, 48.254204660246714]}";48.254204660246714, -1.598574070148392;358878,3532;6804809,654
932;35039;Brece;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.474895721971317, 48.10560630522168]}";48.10560630522168, -1.4748957219713168;367107,4409;6787794,517
933;35210;Pace;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.762815992384575, 48.14129841382799]}";48.14129841382799, -1.762815992384575;345953,0252;6793006,634
934;35193;Montreuil-le-Gast;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.729983136157468, 48.25043939794769]}";48.25043939794769, -1.7299831361574682;349116,8925;6804967,725
935;35032;Bourgbarre;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.618500317015135, 47.99187563186718]}";47.99187563186718, -1.618500317015135;355697,7321;6775792,855
936;35173;Melesse;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.719026243254973, 48.19151025556393]}";48.19151025556393, -1.7190262432549726;349537,5639;6798381,489
937;35037;Breal-sous-Montfort;243500618;CC Broceliande Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.867777136713654, 48.06505291165594]}";48.06505291165594, -1.8677771367136544;337638,4411;6785025,398
938;35068;Chateaubourg;200039022;CA Vitre Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.39510978123055, 48.1263869940332]}";48.1263869940332, -1.39510978123055;373165,0957;6789766,94
939;35152;Liffre;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.521150720858264, 48.20856065017177]}";48.20856065017177, -1.5211507208582642;364324,9793;6799413,464
940;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.656949106286116, 48.13884191117891]}";48.13884191117891, -1.6569491062861157;353797,3866;6792264,702
941;35037;Breal-sous-Montfort;243500618;CC Broceliande Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.872356947979643, 48.05398114990563]}";48.05398114990563, -1.8723569479796431;337222,0774;6783818,401
942;35123;Goven;200043990;CC Vallons de Haute-Bretagne Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.851439418883515, 48.00840800237457]}";48.00840800237457, -1.8514394188835146;338466,6028;6778667,775
943;35327;Servon-sur-Vilaine;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.44196377368616, 48.11712170549536]}";48.11712170549536, -1.4419637736861604;369626,6424;6788933,876
944;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.690967673311568, 48.119635578160555]}";48.119635578160555, -1.6909676733115677;351144,6481;6790283,734
945;35152;Liffre;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.490156809998195, 48.22047194287977]}";48.22047194287977, -1.490156809998195;366698,8841;6800603,815
946;35275;Saint-Gilles;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.813329374857868, 48.15410406122037]}";48.15410406122037, -1.8133293748578685;342289,4044;6794654,808
947;35283;Saint-Jean-sur-Vilaine;200039022;CA Vitre Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.366931234459433, 48.116358968617405]}";48.116358968617405, -1.3669312344594327;375196,8015;6788537,96
948;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.710024838048982, 48.10408110381281]}";48.10408110381281, -1.710024838048982;349626,0467;6788642,602
949;35040;Breteil;243500550;CC Montfort Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.900435499335407, 48.14169367818579]}";48.14169367818579, -1.9004354993354071;335738,6677;6793676,43
950;35001;Acigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.55718418552138, 48.13868646463961]}";48.13868646463961, -1.55718418552138;361204,6952;6791814,727
951;35208;Orgeres;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.662214238507504, 47.99343131204169]}";47.99343131204169, -1.6622142385075045;352452,8957;6776156,932
952;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.698948831342922, 48.098757351358614]}";48.098757351358614, -1.6989488313429217;350413,8195;6788002,934
953;35274;Saint-Germain-sur-Ille;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.666196111866562, 48.247461335656496]}";48.247461335656496, -1.6661961118665616;353823,694;6804355,779
954;35152;Liffre;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.507900792644343, 48.20716062213366]}";48.20716062213366, -1.5079007926443428;365298,778;6799201,878
955;35139;Laille;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.713996861720153, 47.983342620348985]}";47.983342620348985, -1.7139968617201526;348530,4086;6775267,041
956;35204;Nouvoitou;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.541110606145507, 48.0375634621556]}";48.0375634621556, -1.5411106061455067;361752,4175;6780526,818
957;35266;Saint-Erblon;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.676785274648172, 48.01766540509874]}";48.01766540509874, -1.6767852746481717;351527,3638;6778909,397
958;35069;Chateaugiron;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.449619549007203, 48.05880896708149]}";48.05880896708149, -1.4496195490072026;368692,8693;6782496,017
959;35131;L'Hermitage;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.81657973617236, 48.12386637835327]}";48.12386637835327, -1.8165797361723601;341843,2973;6791315,406
960;35207;Noyal-sur-Vilaine;243500659;CC Pays de Chateaugiron Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.532505998088109, 48.107308309208165]}";48.107308309208165, -1.5325059980881088;362837,2763;6788227,786
961;35110;Feins;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.595463469074614, 48.3162833373195]}";48.3162833373195, -1.5954634690746137;359510,1559;6811684,184
962;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.619914749470469, 48.133446227693064]}";48.133446227693064, -1.6199147494704689;356512,3425;6791504,367
963;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.713448518547981, 48.10103258674701]}";48.10103258674701, -1.7134485185479809;349351,4545;6788319,622
964;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.698739437001244, 48.097542897956004]}";48.097542897956004, -1.698739437001244;350421,3531;6787867,285
965;35128;Guipel;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.725155979331569, 48.30216662557209]}";48.30216662557209, -1.7251559793315692;349818,3811;6810685,106
966;35126;Guichen;200043990;CC Vallons de Haute-Bretagne Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.768982363904588, 47.96732559328543]}";47.96732559328543, -1.7689823639045883;344328,289;6773736,639
967;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.630039251487447, 48.105179567939416]}";48.105179567939416, -1.6300392514874473;355576,3671;6788412,56
968;35031;La Bouexiere;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.382410162601947, 48.16482512094884]}";48.16482512094884, -1.382410162601947;374345,4693;6793979,607
969;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.620470026388733, 48.13228731278949]}";48.13228731278949, -1.6204700263887326;356463,5732;6791378,211
970;35238;Rennes;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.702517810284612, 48.096719380795015]}";48.096719380795015, -1.702517810284612;350135,1335;6787792,665
971;35130;Hede-Bazouges;243500733;CC Bretagne Romantique;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.773241554752558, 48.310019963719704]}";48.310019963719704, -1.7732415547525584;346311,8076;6811770,706
972;35032;Bourgbarre;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.605946900164083, 48.00788398754982]}";48.00788398754982, -1.6059469001640827;356736,2123;6777514,05
973;35149;Lassy;200043990;CC Vallons de Haute-Bretagne Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.875217015808419, 47.97868856430147]}";47.97868856430147, -1.8752170158084194;336493,1543;6775480,727
974;35068;Chateaubourg;200039022;CA Vitre Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.408822641385011, 48.10150182451301]}";48.10150182451301, -1.4088226413850113;371992,0906;6787062,6
975;35352;Vern-sur-Seiche;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.580176141192354, 48.05640524919535]}";48.05640524919535, -1.5801761411923536;358967,2277;6782785,161
976;35275;Saint-Gilles;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.869867231246618, 48.171142216572335]}";48.171142216572335, -1.8698672312466182;338209,7022;6796802,353
977;35353;Vezin-le-Coquet;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.746677274799656, 48.1174618412782]}";48.1174618412782, -1.7466772747996555;346992,116;6790290,186
978;35245;Romille;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.855238637909437, 48.203744963379656]}";48.203744963379656, -1.855238637909437;339517,763;6800351,916
979;35120;Geveze;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.793715025505817, 48.23318997145674]}";48.23318997145674, -1.7937150255058172;344278,5438;6803339,262
980;35002;Amanlis;243500634;CC Roche aux Fees Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.492594325623378, 47.99828479709013]}";47.99828479709013, -1.4925943256233782;365114,0615;6775962,384
981;35152;Liffre;243500774;CC Liffre-Cormier Communaute;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.513601786904965, 48.187388386104885]}";48.187388386104885, -1.5136017869049647;364750,4141;6797032,227
982;35076;Chavagne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.7954064983064, 48.05025141086131]}";48.05025141086131, -1.7954064983064;342919,2697;6783053,949
983;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.61865893246401, 48.113484803852444]}";48.113484803852444, -1.6186589324640104;356475,9248;6789284,364
984;35024;Betton;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.608982815729139, 48.20066714208802]}";48.20066714208802, -1.608982815729139;357760,0036;6798914,698
985;35051;Cesson-Sevigne;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.627227069046821, 48.11331555099856]}";48.11331555099856, -1.6272270690468207;355838,276;6789302,897
986;35204;Nouvoitou;243500139;Rennes Metropole;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.571114265485516, 48.02582505055921]}";48.02582505055921, -1.5711142654855157;359444,5937;6779353,529
987;35356;Vignoc;243500667;CC Val d'Ille-Aubigne;35;Ille-et-Vilaine;53;Bretagne;"{""type"": ""Point"", ""coordinates"": [-1.78408034404707, 48.25044652070518]}";48.25044652070518, -1.7840803440470703;345108,7451;6805210,278
